"Ccl Lvo","Grado","Org Acad","Descr Fmal","Catálogo","ID Curso","Asignatura","Nº Clase","Sección","Sesión","Componente","Estado Clase","Est Inscr","Lun","Mart","Miérc","Jue","Vier","Sáb","Dom","Hora Inicio Clase","Hora Fin Clase","F Inicial","F Final","ID Instalación","Capacidad Aula Asignada","Capacidad Aula Solicitada","Capacidad Inscripción","Descr","Tot Inscr"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","003194","Análisis de Algoritmos","7223","3","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","N","N","N","Y","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/23/2012","12/01/2012","SA094-P302","30","30","21","","21"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","003194","Análisis de Algoritmos","7223","3","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","N","Y","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/23/2012","12/01/2012","SC067-P214","55","30","21","","21"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004183","Análisis y Diseño O.O.","1048","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/23/2012","12/01/2012","NO-SALON","1000","15","20","","14"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004183","Análisis y Diseño O.O.","1048","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/23/2012","12/01/2012","SC009-P105","31","15","20","","14"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004183","Análisis y Diseño O.O.","1057","2","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/23/2012","12/01/2012","SC009-P105","31","15","20","","19"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004183","Análisis y Diseño O.O.","1057","2","Ordinaria","Teórico - Práctico","Activo","Abierto","Y","N","N","N","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/23/2012","12/01/2012","NO-SALON","1000","15","20","","19"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004183","Análisis y Diseño O.O.","7206","3","Ordinaria","Teórico - Práctico","Sección Cancelada","Cerrado","","","","","","","","","","","","","","20","0","","0"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004185","Arquitectura de Software","5189","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","07/23/2012","12/01/2012","SC003-P308","50","30","21","","17"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004185","Arquitectura de Software","5189","1","Ordinaria","Teórico - Práctico","Activo","Abierto","Y","N","N","N","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","07/23/2012","12/01/2012","NO-SALON","1000","30","21","","17"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004185","Arquitectura de Software","5191","2","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","N","N","Y","N"," 8:00:00.000000AM","12:00:00.000000PM","07/23/2012","12/01/2012","NO-SALON","1000","30","21","","20"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004186","Bases de Datos","5194","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/23/2012","12/01/2012","NO-SALON","1000","30","18","","14"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004186","Bases de Datos","5194","1","Ordinaria","Teórico - Práctico","Activo","Abierto","Y","N","N","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/23/2012","12/01/2012","SA094-P302","30","30","18","","14"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004186","Bases de Datos","5197","2","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","07/23/2012","12/01/2012","NO-SALON","1000","30","18","","17"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004186","Bases de Datos","5197","2","Ordinaria","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","07/23/2012","12/01/2012","SC002-P102","60","30","18","","17"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","3068","1","22Semanas","Teórico - Práctico","Activo","Abierto","N","N","N","N","N","Y","N"," 8:00:00.000000AM","12:00:00.000000PM","07/09/2012","07/14/2012","PC002-S101","20","20","20","","16"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","3068","1","22Semanas","Teórico - Práctico","Activo","Abierto","N","N","N","N","Y","N","N"," 4:00:00.000000PM"," 7:00:00.000000PM","07/09/2012","07/14/2012","PC002-S101","20","20","20","","16"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","3068","1","22Semanas","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N"," 4:00:00.000000PM"," 7:00:00.000000PM","07/09/2012","07/14/2012","PC002-S101","20","20","20","","16"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","3068","1","22Semanas","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 4:00:00.000000PM"," 7:00:00.000000PM","07/09/2012","07/14/2012","PC002-S101","20","20","20","","16"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","3068","1","22Semanas","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/09/2012","07/14/2012","PC002-S101","20","20","20","","16"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","3068","1","22Semanas","Teórico - Práctico","Activo","Abierto","Y","N","N","N","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/09/2012","07/14/2012","PC002-S101","20","20","20","","16"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","3075","2","22Semanas","Teórico - Práctico","Activo","Abierto","N","N","N","N","N","Y","N"," 8:00:00.000000AM","12:00:00.000000PM","07/09/2012","07/14/2012","PC002-S102","20","20","20","","18"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","3075","2","22Semanas","Teórico - Práctico","Activo","Abierto","N","N","N","N","Y","N","N"," 4:00:00.000000PM"," 7:00:00.000000PM","07/09/2012","07/14/2012","PC002-S102","20","20","20","","18"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","3075","2","22Semanas","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N"," 4:00:00.000000PM"," 7:00:00.000000PM","07/09/2012","07/14/2012","PC002-S102","20","20","20","","18"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","3075","2","22Semanas","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 4:00:00.000000PM"," 7:00:00.000000PM","07/09/2012","07/14/2012","PC002-S102","20","20","20","","18"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","3075","2","22Semanas","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/09/2012","07/14/2012","PC002-S102","20","20","20","","18"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","3075","2","22Semanas","Teórico - Práctico","Activo","Abierto","Y","N","N","N","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/09/2012","07/14/2012","PC002-S102","20","20","20","","18"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","3085","3","22Semanas","Teórico - Práctico","Activo","Abierto","N","N","N","N","N","Y","N"," 8:00:00.000000AM","12:00:00.000000PM","07/09/2012","07/14/2012","PC002-S103","20","20","20","","19"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","3085","3","22Semanas","Teórico - Práctico","Activo","Abierto","N","N","N","N","Y","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/09/2012","07/14/2012","PC002-S103","20","20","20","","19"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","3085","3","22Semanas","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N"," 4:00:00.000000PM"," 7:00:00.000000PM","07/09/2012","07/14/2012","PC002-S103","20","20","20","","19"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","3085","3","22Semanas","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 4:00:00.000000PM"," 7:00:00.000000PM","07/09/2012","07/14/2012","PC002-S103","20","20","20","","19"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","3085","3","22Semanas","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/09/2012","07/14/2012","PC002-S103","20","20","20","","19"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","3085","3","22Semanas","Teórico - Práctico","Activo","Abierto","Y","N","N","N","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/09/2012","07/14/2012","PC002-S103","20","20","20","","19"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","3092","4","22Semanas","Teórico - Práctico","Activo","Cerrado","N","N","N","N","N","Y","N"," 8:00:00.000000AM","12:00:00.000000PM","07/09/2012","07/14/2012","PC002-S104","20","20","20","","20"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","3092","4","22Semanas","Teórico - Práctico","Activo","Cerrado","N","N","N","N","Y","N","N"," 4:00:00.000000PM"," 7:00:00.000000PM","07/09/2012","07/14/2012","PC002-S104","20","20","20","","20"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","3092","4","22Semanas","Teórico - Práctico","Activo","Cerrado","N","N","N","Y","N","N","N"," 4:00:00.000000PM"," 7:00:00.000000PM","07/09/2012","07/14/2012","PC002-S104","20","20","20","","20"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","3092","4","22Semanas","Teórico - Práctico","Activo","Cerrado","N","N","Y","N","N","N","N"," 4:00:00.000000PM"," 7:00:00.000000PM","07/09/2012","07/14/2012","PC002-S104","20","20","20","","20"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","3092","4","22Semanas","Teórico - Práctico","Activo","Cerrado","N","Y","N","N","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/09/2012","07/14/2012","PC002-S104","20","20","20","","20"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","3092","4","22Semanas","Teórico - Práctico","Activo","Cerrado","Y","N","N","N","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/09/2012","07/14/2012","PC002-S104","20","20","20","","20"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","3098","5","22Semanas","Teórico - Práctico","Activo","Abierto","N","N","N","N","N","Y","N"," 8:00:00.000000AM","12:00:00.000000PM","07/09/2012","07/14/2012","PC002-S105","20","20","20","","19"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","3098","5","22Semanas","Teórico - Práctico","Activo","Abierto","N","N","N","N","Y","N","N"," 4:00:00.000000PM"," 7:00:00.000000PM","07/09/2012","07/14/2012","PC002-S105","20","20","20","","19"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","3098","5","22Semanas","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N"," 4:00:00.000000PM"," 7:00:00.000000PM","07/09/2012","07/14/2012","PC002-S105","20","20","20","","19"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","3098","5","22Semanas","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 4:00:00.000000PM"," 7:00:00.000000PM","07/09/2012","07/14/2012","PC002-S105","20","20","20","","19"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","3098","5","22Semanas","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/09/2012","07/14/2012","PC002-S105","20","20","20","","19"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","3098","5","22Semanas","Teórico - Práctico","Activo","Abierto","Y","N","N","N","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/09/2012","07/14/2012","PC002-S105","20","20","20","","19"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004190","Comunicaciones y Redes","5205","1","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","N","N","Y","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/23/2012","12/01/2012","SC053-P202","60","30","20","","20"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004190","Comunicaciones y Redes","5205","1","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","N","Y","N","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/23/2012","12/01/2012","SC052-P429","30","30","20","","20"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004190","Comunicaciones y Redes","5205","1","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","Y","N","N","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/23/2012","12/01/2012","SC003-P311","65","30","20","","20"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004190","Comunicaciones y Redes","10358","2","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/23/2012","12/01/2012","SA027-P510","40","20","20","","12"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004190","Comunicaciones y Redes","10358","2","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/23/2012","12/01/2012","SA027-P605","30","20","20","","12"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004190","Comunicaciones y Redes","10358","2","Ordinaria","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/23/2012","12/01/2012","SC002-P408","35","20","20","","12"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004066","Creación Empresas Base Tecnol.","2844","1","Ordinaria","Teórico","Activo","Abierto","N","N","N","Y","N","N","N"," 2:00:00.000000PM"," 5:00:00.000000PM","07/23/2012","12/01/2012","SC003-P502","50","20","18","","5"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004196","Estructuras de Datos","1071","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","N","Y","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/23/2012","12/01/2012","NO-SALON","1000","20","20","","18"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004196","Estructuras de Datos","1071","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/23/2012","12/01/2012","SC009-P107","31","20","20","","18"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004196","Estructuras de Datos","1077","2","Ordinaria","Teórico - Práctico","Sección Cancelada","Cerrado","","","","","","","","","","","","","","15","0","","0"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004196","Estructuras de Datos","1086","3","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","N","Y","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/23/2012","12/01/2012","NO-SALON","1000","15","20","","16"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004196","Estructuras de Datos","1086","3","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/23/2012","12/01/2012","SA067-P706","24","15","20","","16"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004198","Fundamentos Redes e Internet","6887","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","07/23/2012","12/01/2012","SC003-P308","50","30","20","","17"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","003195","Fundamentos de Programación","1444","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/23/2012","12/01/2012","NO-SALON","1000","20","20","","19"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","003195","Fundamentos de Programación","1444","1","Ordinaria","Teórico - Práctico","Activo","Abierto","Y","N","N","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/23/2012","12/01/2012","SC003-P404","20","20","20","","19"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","003195","Fundamentos de Programación","1450","2","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 6:00:00.000000PM"," 8:00:00.000000PM","07/23/2012","12/01/2012","NO-SALON","1000","20","20","","18"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","003195","Fundamentos de Programación","1450","2","Ordinaria","Teórico - Práctico","Activo","Abierto","Y","N","N","N","N","N","N"," 6:00:00.000000PM"," 8:00:00.000000PM","07/23/2012","12/01/2012","SC052-P403","25","20","20","","18"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","003195","Fundamentos de Programación","1456","3","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 6:00:00.000000PM"," 8:00:00.000000PM","07/23/2012","12/01/2012","SC002-P101","60","20","21","","18"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","003195","Fundamentos de Programación","1456","3","Ordinaria","Teórico - Práctico","Activo","Abierto","Y","N","N","N","N","N","N"," 6:00:00.000000PM"," 8:00:00.000000PM","07/23/2012","12/01/2012","NO-SALON","1000","20","21","","18"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","003195","Fundamentos de Programación","1460","4","Ordinaria","Teórico - Práctico","Sección Cancelada","Cerrado","","","","","","","","","","","","","","20","0","","0"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004064","Gerencia y Gestión Informática","2659","1","Ordinaria","Teórico","Activo","Abierto","N","N","Y","N","N","N","N","11:00:00.000000AM"," 2:00:00.000000PM","07/23/2012","12/01/2012","SC002-P302","35","35","22","","15"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","024135","Herramientas Educación Virtual","3011","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","N","Y","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/23/2012","12/01/2012","NO-SALON","1000","20","17","","15"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","025093","Hoja de Cálculo II","2959","1","Ordinaria","Teórico - Práctico","Activo","Abierto","Y","N","N","N","N","N","N"," 6:00:00.000000PM"," 8:00:00.000000PM","07/23/2012","12/01/2012","NO-SALON","1000","15","20","","18"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","025093","Hoja de Cálculo II","2961","2","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","N","Y","N","N","12:00:00.000000PM"," 2:00:00.000000PM","07/23/2012","12/01/2012","NO-SALON","1000","15","20","","19"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","025093","Hoja de Cálculo II","2963","3","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","N","N","Y","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/23/2012","12/01/2012","NO-SALON","1000","15","20","","18"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","025093","Hoja de Cálculo II","2965","4","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","N","N","N","Y","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/23/2012","12/01/2012","NO-SALON","1000","15","21","","21"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","019589","Hoja de cálculo nivel avanzado","2988","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","N","Y","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/23/2012","12/01/2012","PC002-S104","20","20","20","","17"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","019589","Hoja de cálculo nivel avanzado","2991","2","Ordinaria","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N"," 6:00:00.000000PM"," 8:00:00.000000PM","07/23/2012","12/01/2012","PC002-S108","20","20","20","","19"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","019589","Hoja de cálculo nivel avanzado","2992","3","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N","12:00:00.000000PM"," 2:00:00.000000PM","07/23/2012","12/01/2012","PC002-S108","20","20","20","","19"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","019589","Hoja de cálculo nivel avanzado","2993","4","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","N","N","N","Y","N","N","11:00:00.000000AM"," 1:00:00.000000PM","07/23/2012","12/01/2012","PC002-S101","20","20","20","","20"
"1230","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","019589","Hoja de cálculo nivel avanzado","2994","5","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","Y","N","N","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/23/2012","12/01/2012","PC002-S101","20","20","20","","20"
